År;ink from;ink tom;gr avdrag
2025;672300;672400;145100
2025;672500;672500;145000
2025;672600;672700;144900
2025;672800;672800;144800
2025;672900;673000;144700
2025;673100;673200;144600
2025;673300;673300;144500
2025;673400;673500;144400
2025;673600;673600;144300
2025;673700;673800;144200
2025;673900;674000;144100
2025;674100;674100;144000
2025;674200;674300;143900
2025;674400;674500;143800
2025;674600;674600;143700
2025;674700;674800;143600
2025;674900;674900;143500
2025;675000;675100;143400
2025;675200;675300;143300
2025;675400;675400;143200
2025;675500;675600;143100
2025;675700;675700;143000
2025;675800;675900;142900
2025;676000;676100;142800
2025;676200;676200;142700
2025;676300;676400;142600
2025;676500;676600;142500
2025;676700;676700;142400
2025;676800;676900;142300
2025;677000;677000;142200
2025;677100;677200;142100
2025;677300;677400;142000
2025;677500;677500;141900
2025;677600;677700;141800
2025;677800;677800;141700
2025;677900;678000;141600
2025;678100;678200;141500
2025;678300;678300;141400
2025;678400;678500;141300
2025;678600;678600;141200
2025;678700;678800;141100
2025;678900;679000;141000
2025;679100;679100;140900
2025;679200;679300;140800
2025;679400;679500;140700
2025;679600;679600;140600
2025;679700;679800;140500
2025;679900;679900;140400
2025;680000;680100;140300
2025;680200;680300;140200
2025;680400;680400;140100
2025;680500;680600;140000
2025;680700;680700;139900
2025;680800;680900;139800
2025;681000;681100;139700
2025;681200;681200;139600
2025;681300;681400;139500
2025;681500;681600;139400
2025;681700;681700;139300
2025;681800;681900;139200
2025;682000;682000;139100
2025;682100;682200;139000
2025;682300;682400;138900
2025;682500;682500;138800
2025;682600;682700;138700
2025;682800;682800;138600
2025;682900;683000;138500
2025;683100;683200;138400
2025;683300;683300;138300
2025;683400;683500;138200
2025;683600;683600;138100
2025;683700;683800;138000
2025;683900;684000;137900
2025;684100;684100;137800
2025;684200;684300;137700
2025;684400;684500;137600
2025;684600;684600;137500
2025;684700;684800;137400
2025;684900;684900;137300
2025;685000;685100;137200
2025;685200;685300;137100
2025;685400;685400;137000
2025;685500;685600;136900
2025;685700;685700;136800
2025;685800;685900;136700
2025;686000;686100;136600
2025;686200;686200;136500
2025;686300;686400;136400
2025;686500;686600;136300
2025;686700;686700;136200
2025;686800;686900;136100
2025;687000;687000;136000
2025;687100;687200;135900
2025;687300;687400;135800
2025;687500;687500;135700
2025;687600;687700;135600
2025;687800;687800;135500
2025;687900;688000;135400
2025;688100;688200;135300
2025;688300;688300;135200
2025;688400;688500;135100
2025;688600;688600;135000
2025;688700;688800;134900
2025;688900;689000;134800
2025;689100;689100;134700
2025;689200;689300;134600
2025;689400;689500;134500
2025;689600;689600;134400
2025;689700;689800;134300
2025;689900;689900;134200
2025;690000;690100;134100
2025;690200;690300;134000
2025;690400;690400;133900
2025;690500;690600;133800
2025;690700;690700;133700
2025;690800;690900;133600
2025;691000;691100;133500
2025;691200;691200;133400
2025;691300;691400;133300
2025;691500;691600;133200
2025;691700;691700;133100
2025;691800;691900;133000
2025;692000;692000;132900
2025;692100;692200;132800
2025;692300;692400;132700
2025;692500;692500;132600
2025;692600;692700;132500
2025;692800;692800;132400
2025;692900;693000;132300
2025;693100;693200;132200
2025;693300;693300;132100
2025;693400;693500;132000
2025;693600;693600;131900
2025;693700;693800;131800
2025;693900;694000;131700
2025;694100;694100;131600
2025;694200;694300;131500
2025;694400;694500;131400
2025;694600;694600;131300
2025;694700;694800;131200
2025;694900;694900;131100
2025;695000;695100;131000
2025;695200;695300;130900
2025;695400;695400;130800
2025;695500;695600;130700
2025;695700;695700;130600
2025;695800;695900;130500
2025;696000;696100;130400
2025;696200;696200;130300
2025;696300;696400;130200
2025;696500;696600;130100
2025;696700;696700;130000
2025;696800;696900;129900
2025;697000;697000;129800
2025;697100;697200;129700
2025;697300;697400;129600
2025;697500;697500;129500
2025;697600;697700;129400
2025;697800;697800;129300
2025;697900;698000;129200
2025;698100;698200;129100
2025;698300;698300;129000
2025;698400;698500;128900
2025;698600;698600;128800
2025;698700;698800;128700
2025;698900;699000;128600
2025;699100;699100;128500
2025;699200;699300;128400
2025;699400;699500;128300
2025;699600;699600;128200
2025;699700;699800;128100
2025;699900;699900;128000
2025;700000;700100;127900
2025;700200;700300;127800
2025;700400;700400;127700
2025;700500;700600;127600
2025;700700;700700;127500
2025;700800;700900;127400
2025;701000;701100;127300
2025;701200;701200;127200
2025;701300;701400;127100
2025;701500;701600;127000
2025;701700;701700;126900
2025;701800;701900;126800
2025;702000;702000;126700
2025;702100;702200;126600
2025;702300;702400;126500
2025;702500;702500;126400
2025;702600;702700;126300
2025;702800;702800;126200
2025;702900;703000;126100
2025;703100;703200;126000
2025;703300;703300;125900
2025;703400;703500;125800
2025;703600;703600;125700
2025;703700;703800;125600
2025;703900;704000;125500
2025;704100;704100;125400
2025;704200;704300;125300
2025;704400;704500;125200
2025;704600;704600;125100
2025;704700;704800;125000
2025;704900;704900;124900
2025;705000;705100;124800
2025;705200;705300;124700
2025;705400;705400;124600
2025;705500;705600;124500
2025;705700;705700;124400
2025;705800;705900;124300
2025;706000;706100;124200
2025;706200;706200;124100
2025;706300;706400;124000
2025;706500;706600;123900
2025;706700;706700;123800
2025;706800;706900;123700
2025;707000;707000;123600
2025;707100;707200;123500
2025;707300;707400;123400
2025;707500;707500;123300
2025;707600;707700;123200
2025;707800;707800;123100
2025;707900;708000;123000
2025;708100;708200;122900
2025;708300;708300;122800
2025;708400;708500;122700
2025;708600;708600;122600
2025;708700;708800;122500
2025;708900;709000;122400
2025;709100;709100;122300
2025;709200;709300;122200
2025;709400;709500;122100
2025;709600;709600;122000
2025;709700;709800;121900
2025;709900;709900;121800
2025;710000;710100;121700
2025;710200;710300;121600
2025;710400;710400;121500
2025;710500;710600;121400
2025;710700;710700;121300
2025;710800;710900;121200
2025;711000;711100;121100
2025;711200;711200;121000
2025;711300;711400;120900
2025;711500;711600;120800
2025;711700;711700;120700
2025;711800;711900;120600
2025;712000;712000;120500
2025;712100;712200;120400
2025;712300;712400;120300
2025;712500;712500;120200
2025;712600;712700;120100
2025;712800;712800;120000
2025;712900;713000;119900
2025;713100;713200;119800
2025;713300;713300;119700
2025;713400;713500;119600
2025;713600;713600;119500
2025;713700;713800;119400
2025;713900;714000;119300
2025;714100;714100;119200
2025;714200;714300;119100
2025;714400;714500;119000
2025;714600;714600;118900
2025;714700;714800;118800
2025;714900;714900;118700
2025;715000;715100;118600
2025;715200;715300;118500
2025;715400;715400;118400
2025;715500;715600;118300
2025;715700;715700;118200
2025;715800;715900;118100
2025;716000;716100;118000
2025;716200;716200;117900
2025;716300;716400;117800
2025;716500;716600;117700
2025;716700;716700;117600
2025;716800;716900;117500
2025;717000;717000;117400
2025;717100;717200;117300
2025;717300;717400;117200
2025;717500;717500;117100
2025;717600;717700;117000
2025;717800;717800;116900
2025;717900;718000;116800
2025;718100;718200;116700
2025;718300;718300;116600
2025;718400;718500;116500
2025;718600;718600;116400
2025;718700;718800;116300
2025;718900;719000;116200
2025;719100;719100;116100
2025;719200;719300;116000
2025;719400;719500;115900
2025;719600;719600;115800
2025;719700;719800;115700
2025;719900;719900;115600
2025;720000;720100;115500
2025;720200;720300;115400
2025;720400;720400;115300
2025;720500;720600;115200
2025;720700;720700;115100
2025;720800;720900;115000
2025;721000;721100;114900
2025;721200;721200;114800
2025;721300;721400;114700
2025;721500;721600;114600
2025;721700;721700;114500
2025;721800;721900;114400
2025;722000;722000;114300
2025;722100;722200;114200
2025;722300;722400;114100
2025;722500;722500;114000
2025;722600;722700;113900
2025;722800;722800;113800
2025;722900;723000;113700
2025;723100;723200;113600
2025;723300;723300;113500
2025;723400;723500;113400
2025;723600;723600;113300
2025;723700;723800;113200
2025;723900;724000;113100
2025;724100;724100;113000
2025;724200;724300;112900
2025;724400;724500;112800
2025;724600;724600;112700
2025;724700;724800;112600
2025;724900;724900;112500
2025;725000;725100;112400
2025;725200;725300;112300
2025;725400;725400;112200
2025;725500;725600;112100
2025;725700;725700;112000
2025;725800;725900;111900
2025;726000;726100;111800
2025;726200;726200;111700
2025;726300;726400;111600
2025;726500;726600;111500
2025;726700;726700;111400
2025;726800;726900;111300
2025;727000;727000;111200
2025;727100;727200;111100
2025;727300;727400;111000
2025;727500;727500;110900
2025;727600;727700;110800
2025;727800;727800;110700
2025;727900;728000;110600
2025;728100;728200;110500
2025;728300;728300;110400
2025;728400;728500;110300
2025;728600;728600;110200
2025;728700;728800;110100
2025;728900;729000;110000
2025;729100;729100;109900
2025;729200;729300;109800
2025;729400;729500;109700
2025;729600;729600;109600
2025;729700;729800;109500
2025;729900;729900;109400
2025;730000;730100;109300
2025;730200;730300;109200
2025;730400;730400;109100
2025;730500;730600;109000
2025;730700;730700;108900
2025;730800;730900;108800
2025;731000;731100;108700
2025;731200;731200;108600
2025;731300;731400;108500
2025;731500;731600;108400
2025;731700;731700;108300
2025;731800;731900;108200
2025;732000;732000;108100
2025;732100;732200;108000
2025;732300;732400;107900
2025;732500;732500;107800
2025;732600;732700;107700
2025;732800;732800;107600
2025;732900;733000;107500
2025;733100;;107400
